claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,zipcode,city,state,county,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income,land_area_in_sqmi
8854,42,F,1.0,78,51503,1,0,Own,80025,3/7/2015,Saturday,Local,0,1.0,50,Phone,0,1317.03,1,Compact,15000.0,red,30155.82794,0,80025,Eldorado Springs,CO,Boulder County,253.0,22.0,152.0,128.0,519200.0,121875.0,11.69
16337,26,F,1.0,97,81555,1,0,Rent,20130,3/19/2016,Saturday,Local,1,0.0,90,Online,1,7389.37,5,Medium,27779.00238,black,16284.75246,0,20130,Paris,VA,Clarke County,281.0,34.0,161.0,123.0,330900.0,51458.0,8.3
14997,22,F,0.0,40,53448,1,1,Own,85066,6/26/2016,Sunday,Local,3,0.0,47,Online,1,0.0,1,Large,42615.34229,red,31038.53706,0,85066,Phoenix,AZ,Maricopa County,,,,,,,
17015,28,M,0.0,87,51421,1,0,Rent,80014,7/20/2015,Monday,Local,11,1.0,3,Online,1,0.0,1,Large,73091.24975,blue,12417.11764,0,80014,Aurora,CO,Arapahoe County,36710.0,5201.0,18960.0,17459.0,174200.0,46073.0,7.06
17634,41,M,1.0,68,113287,1,1,Own,20160,7/21/2016,Thursday,Local,8,0.0,50,Phone,1,0.0,1,Large,15000.0,white,13851.15289,1,20160,Lincoln,VA,Loudoun County,,,,,,,
19564,62,F,1.0,81,36163,1,0,Rent,80023,2/20/2016,Saturday,Parking Lot,1,0.0,50,Phone,0,6822.1,1,Large,35974.20629,red,20576.56655,0,80023,Broomfield,CO,Broomfield County,15415.0,874.0,6024.0,5658.0,422500.0,110553.0,17.63
16867,38,F,1.0,99,66193,0,0,Own,20153,8/12/2016,Friday,Local,0,0.0,68,Broker,0,0.0,3,Compact,51175.95045,blue,8678.998105,0,20153,Chantilly,VA,Fairfax County,,,,,,,
26161,47,F,1.0,84,65544,0,0,Own,20149,6/6/2016,Monday,Parking Lot,9,0.0,50,Broker,1,1958.73,3,Compact,15000.0,red,27650.34305,0,20149,Ashburn,VA,Loudoun County,,,,,,,
9655,32,F,1.0,63,110153,1,1,Own,50001,8/4/2015,Tuesday,Highway,14,0.0,88,Broker,0,0.0,11,Large,34078.00505,red,47298.16628,0,50001,Ackworth,IA,Warren County,680.0,28.0,289.0,252.0,157000.0,46908.0,23.99
3041,73,M,1.0,64,68274,1,0,Rent,20148,4/29/2016,Friday,Local,3,0.0,2,Phone,0,5303.4,1,Large,40680.20282,silver,13857.95924,0,20148,Ashburn,VA,Loudoun County,28310.0,1739.0,9170.0,8806.0,536000.0,161433.0,16.28
16036,41,M,1.0,71,113309,1,1,Rent,50033,1/6/2015,Tuesday,Local,16,0.0,92,Broker,1,0.0,1,Large,19649.23205,gray,17562.45111,0,50033,Bevington,IA,Madison County,44.0,395.0,20.0,20.0,80800.0,76042.0,0.11
5011,37,M,0.0,87,50529,0,1,Own,80021,8/5/2015,Wednesday,Parking Lot,0,0.0,91,Phone,0,3420.7,9,Large,15000.0,red,30747.72223,0,80021,Broomfield,CO,Jefferson County,30051.0,1822.0,13183.0,12482.0,231900.0,71221.0,16.49
28064,58,F,1.0,84,92247,1,1,Own,20156,5/24/2015,Sunday,Highway,9,0.0,73,Broker,1,2925.18,1,Medium,53588.15104,silver,22986.53041,0,20156,Gainesville,VA,Prince William County,,,,,,,
23385,62,M,1.0,64,51863,1,0,Own,80040,8/12/2015,Wednesday,Highway,0,1.0,86,Broker,1,6444.95,1,Medium,73618.8622,white,21749.32671,0,80040,Aurora,CO,Arapahoe County,,,,,,,
3274,65,M,0.0,70,51327,0,0,Own,15057,12/30/2016,Friday,Parking Lot,0,0.0,50,Broker,1,2427.14,8,Compact,15000.0,black,19766.39002,0,15057,Mc Donald,PA,Washington County,13930.0,255.0,5614.0,5268.0,172000.0,69042.0,54.67
7228,42,F,1.0,89,52319,1,1,Own,80021,1/7/2015,Wednesday,Local,0,0.0,4,Phone,1,0.0,1,Medium,15000.0,red,26501.67228,0,80021,Broomfield,CO,Jefferson County,30051.0,1822.0,13183.0,12482.0,231900.0,71221.0,16.49
3684,47,F,1.0,94,58104,0,1,Own,85065,5/6/2015,Wednesday,Local,0,0.0,56,Broker,1,940.56,1,Medium,36499.31448,white,12508.98862,1,85065,Phoenix,AZ,Maricopa County,,,,,,,
23059,27,F,1.0,82,81629,0,1,Rent,15019,12/30/2015,Wednesday,Parking Lot,6,0.0,89,Online,0,1481.22,7,Medium,43702.80268,other,28840.89426,0,15019,Bulger,PA,Washington County,1719.0,76.0,770.0,722.0,107100.0,49050.0,22.7
6808,50,M,1.0,69,94539,1,1,Rent,85083,6/16/2016,Thursday,Parking Lot,0,0.0,3,Broker,1,4565.29,12,Compact,44185.12854,blue,20170.53054,0,85083,Phoenix,AZ,Maricopa County,18104.0,1838.0,6293.0,5871.0,281000.0,105101.0,9.85
12338,50,F,1.0,87,119793,1,1,Rent,85079,12/21/2016,Wednesday,Local,0,0.0,15,Broker,1,0.0,5,Medium,15000.0,other,36146.96823,0,85079,Phoenix,AZ,Maricopa County,,,,,,,
22084,50,M,1.0,73,93314,1,1,Own,80013,6/1/2016,Wednesday,Highway,2,1.0,96,Broker,1,6879.55,18,Large,15000.0,black,19351.20493,1,80013,Aurora,CO,Arapahoe County,69588.0,4975.0,26047.0,24791.0,192800.0,67857.0,13.99
1317,33,M,0.0,54,112734,0,1,Own,85054,5/16/2015,Saturday,Local,0,1.0,93,Broker,0,3943.86,3,Compact,15000.0,red,10305.98198,0,85054,Phoenix,AZ,Maricopa County,5384.0,598.0,3801.0,2967.0,326400.0,67488.0,9.0
3226,42,F,1.0,67,79630,1,0,Rent,15045,4/15/2015,Wednesday,Highway,1,0.0,71,Broker,0,5540.51,2,Large,15000.0,silver,21802.16764,0,15045,Glassport,PA,Allegheny County,4483.0,2834.0,2255.0,1964.0,59000.0,33611.0,1.58
17457,21,M,0.0,63,113687,1,0,Rent,15037,1/7/2016,Thursday,Highway,7,1.0,1,Online,1,1995.18,2,Medium,15000.0,gray,13158.49179,1,15037,Elizabeth,PA,Allegheny County,10894.0,412.0,4865.0,4526.0,99200.0,55980.0,26.46
21200,63,F,1.0,59,60003,1,0,Rent,50055,4/8/2016,Friday,Local,4,0.0,49,Phone,0,0.0,1,Large,40561.07265,blue,31630.13164,0,50055,Collins,IA,Story County,913.0,19.0,408.0,370.0,147700.0,63920.0,48.67
27595,44,F,1.0,76,77664,1,1,Own,80023,10/6/2015,Tuesday,Local,1,0.0,36,Broker,1,0.0,1,Compact,65563.09154,red,8390.335837,1,80023,Broomfield,CO,Broomfield County,15415.0,874.0,6024.0,5658.0,422500.0,110553.0,17.63
27208,53,M,0.0,65,41027,1,0,Rent,80025,6/19/2016,Sunday,Parking Lot,0,0.0,98,Phone,1,495.54,1,Compact,15000.0,silver,22840.3364,0,80025,Eldorado Springs,CO,Boulder County,253.0,22.0,152.0,128.0,519200.0,121875.0,11.69
9853,50,M,1.0,80,94508,1,0,Rent,80016,7/6/2015,Monday,Highway,0,0.0,4,Phone,0,0.0,1,Medium,41612.96259,black,18857.43623,0,80016,Aurora,CO,Arapahoe County,41219.0,877.0,15602.0,14607.0,372400.0,101280.0,47.0
5753,49,F,1.0,86,95680,0,1,Rent,50025,5/1/2015,Friday,Highway,4,0.0,23,Phone,0,0.0,1,Medium,33171.52811,gray,22270.31991,1,50025,Audubon,IA,Audubon County,3325.0,17.0,1630.0,1421.0,68300.0,49457.0,195.92
10618,32,M,1.0,76,75221,1,1,Own,80022,9/14/2016,Wednesday,Local,6,0.0,1,Broker,0,0.0,1,Compact,66874.64751,other,60032.02875,0,80022,Commerce City,CO,Adams County,42699.0,927.0,14343.0,13380.0,165000.0,56449.0,46.05
16394,71,F,1.0,89,64155,0,0,Own,85067,4/16/2015,Thursday,Local,7,0.0,0,Broker,1,6010.03,1,Compact,34820.2848,white,45368.35155,0,85067,Phoenix,AZ,Maricopa County,,,,,,,
4617,26,F,1.0,83,107664,0,0,Rent,85071,8/6/2015,Thursday,Local,0,1.0,65,Online,1,6309.26,1,Compact,28519.29465,black,13542.29952,0,85071,Phoenix,AZ,Maricopa County,,,,,,,
19482,46,F,1.0,89,69420,1,0,Rent,15060,10/7/2016,Friday,Local,0,0.0,5,Phone,1,1099.79,1,Medium,15000.0,gray,19255.95297,0,15060,Midway,PA,Washington County,790.0,2408.0,353.0,319.0,95700.0,51442.0,0.33
29154,32,M,0.0,44,108822,1,0,Rent,15047,6/26/2016,Sunday,Local,0,1.0,79,Broker,1,11663.67,4,Large,27321.57617,silver,13181.53273,0,15047,Greenock,PA,Allegheny County,,,,,,,
23254,50,M,1.0,41,58959,1,1,Own,85075,11/12/2016,Saturday,Parking Lot,5,1.0,10,Phone,1,0.0,1,Compact,15000.0,gray,20972.16958,0,85075,Phoenix,AZ,Maricopa County,,,,,,,
1301,23,F,0.0,82,50707,1,1,Rent,20135,8/30/2015,Sunday,Local,0,0.0,19,Online,1,6741.31,7,Large,47126.13535,red,39498.5654,0,20135,Bluemont,VA,Clarke County,2834.0,64.0,1349.0,1157.0,363100.0,90083.0,44.56
23670,40,M,1.0,55,52468,1,0,Own,20101,2/3/2015,Tuesday,Local,0,0.0,71,Broker,0,3025.31,1,Medium,32947.49596,black,34421.4812,1,20101,Dulles,VA,Loudoun County,,,,,,,
15223,49,M,1.0,48,42395,1,0,Rent,15049,4/10/2016,Sunday,Highway,0,0.0,82,Broker,1,8151.42,4,Large,15000.0,other,21519.64281,0,15049,Harwick,PA,Allegheny County,895.0,2076.0,487.0,463.0,96700.0,43491.0,0.43
22669,35,F,1.0,82,123752,1,0,Own,50002,11/4/2015,Wednesday,Local,0,0.0,50,Broker,1,0.0,1,Large,40610.9814,black,7308.703882,0,50002,Adair,IA,Adair County,1297.0,12.0,636.0,568.0,93300.0,40550.0,107.73
29231,27,F,1.0,61,48871,1,1,Rent,85034,3/1/2015,Sunday,Local,0,1.0,1,Broker,1,3043.83,1,Medium,15000.0,other,13676.22553,0,85034,Phoenix,AZ,Maricopa County,5582.0,489.0,2062.0,1629.0,123000.0,19509.0,11.42
13674,44,F,1.0,89,98245,1,0,Rent,85004,8/23/2016,Tuesday,Local,0,0.0,19,Broker,0,0.0,1,Compact,43422.17318,silver,32862.40373,0,85004,Phoenix,AZ,Maricopa County,4965.0,2434.0,2804.0,2195.0,205200.0,26008.0,2.04
9901,39,M,1.0,65,45846,0,0,Own,50036,2/14/2015,Saturday,Local,0,0.0,52,Broker,0,0.0,5,Medium,46745.03857,gray,19679.40855,0,50036,Boone,IA,Boone County,16287.0,84.0,7459.0,6804.0,118300.0,49792.0,194.01
5496,32,M,1.0,85,54043,1,0,Own,85011,9/15/2015,Tuesday,Local,14,1.0,33,Broker,1,0.0,8,Large,35670.31497,gray,33789.12164,0,85011,Phoenix,AZ,Maricopa County,,,,,,,
21676,43,F,1.0,82,34320,0,1,Own,85044,4/23/2016,Saturday,Parking Lot,0,0.0,97,Phone,1,0.0,1,Compact,34555.86214,black,14960.64401,0,85044,Phoenix,AZ,Maricopa County,37993.0,2630.0,18246.0,16978.0,214100.0,66416.0,14.45
9601,36,M,1.0,78,68782,1,1,Own,20130,6/6/2015,Saturday,Local,6,1.0,88,Phone,1,6003.09,11,Compact,42202.26001,gray,51413.83296,0,20130,Paris,VA,Clarke County,281.0,34.0,161.0,123.0,330900.0,51458.0,8.3
26422,42,F,1.0,79,82483,1,1,Rent,20128,12/5/2016,Monday,Parking Lot,0,0.0,18,Broker,0,2038.25,1,Medium,79713.28761,black,5948.10928,0,20128,Orlean,VA,Fauquier County,,,,,,,
1799,43,F,1.0,87,95233,1,0,Rent,15015,5/12/2016,Thursday,Parking Lot,0,0.0,63,Phone,1,754.96,7,Compact,39250.67919,black,59457.88234,0,15015,Bradfordwoods,PA,Allegheny County,1175.0,1256.0,499.0,476.0,271300.0,106875.0,0.94
12150,66,F,1.0,74,36686,1,0,Own,50002,1/4/2015,Sunday,Parking Lot,3,0.0,36,Broker,0,8502.18,1,Medium,51023.54562,silver,7280.195831,0,50002,Adair,IA,Adair County,1297.0,12.0,636.0,568.0,93300.0,40550.0,107.73
9668,37,M,0.0,95,54390,1,1,Own,20103,11/4/2015,Wednesday,Highway,5,0.0,81,Phone,0,0.0,1,Large,55069.02657,other,28042.94983,1,20103,Dulles,VA,Loudoun County,,,,,,,
21588,40,M,1.0,67,59171,1,0,Rent,50046,3/21/2015,Saturday,Local,11,0.0,94,Broker,0,5250.71,1,Medium,75502.46932,gray,7332.54993,0,50046,Cambridge,IA,Story County,1524.0,33.0,619.0,570.0,154900.0,65781.0,46.04
24612,37,F,0.0,73,39793,1,1,Rent,15060,9/27/2016,Tuesday,Parking Lot,0,0.0,78,Phone,1,1032.76,1,Compact,61050.69861,white,13958.5139,0,15060,Midway,PA,Washington County,790.0,2408.0,353.0,319.0,95700.0,51442.0,0.33
21432,53,M,0.0,82,81997,1,1,Own,85036,3/5/2016,Saturday,Highway,0,1.0,51,Phone,1,0.0,1,Compact,15000.0,gray,31888.4984,0,85036,Phoenix,AZ,Maricopa County,,,,,,,
6442,48,M,1.0,62,102351,0,0,Own,20103,10/3/2015,Saturday,Parking Lot,0,0.0,90,Phone,0,10042.14,1,Large,34867.98404,silver,9662.953886,0,20103,Dulles,VA,Loudoun County,,,,,,,
8637,63,F,1.0,61,71671,1,1,Rent,20160,2/23/2016,Tuesday,Local,0,0.0,49,Broker,0,0.0,1,Large,24665.829,silver,14766.73796,0,20160,Lincoln,VA,Loudoun County,,,,,,,
24490,36,M,0.0,86,96761,0,0,Own,20152,7/5/2015,Sunday,Local,0,0.0,70,Broker,1,4795.73,1,Large,15000.0,red,16590.54668,1,20152,Chantilly,VA,Loudoun County,24946.0,1002.0,7876.0,7624.0,517000.0,144250.0,24.89
15601,36,F,0.0,99,121082,1,0,Own,80028,11/11/2016,Friday,Local,1,0.0,7,Broker,0,783.55,1,Compact,15000.0,black,18913.50443,0,80028,Louisville,CO,Boulder County,,,,,,,
18744,51,M,0.0,82,87680,0,1,Rent,15033,2/23/2016,Tuesday,Highway,0,1.0,2,Phone,1,0.0,1,Medium,15000.0,white,22809.09506,0,15033,Donora,PA,Washington County,4910.0,2203.0,2771.0,2153.0,55700.0,31107.0,2.23
29075,35,M,1.0,83,95183,1,1,Rent,50048,3/31/2015,Tuesday,Parking Lot,0,0.0,29,Phone,0,2662.08,1,Compact,65790.43125,red,31075.76548,0,50048,Casey,IA,Guthrie County,861.0,10.0,423.0,347.0,78200.0,49722.0,87.37
3655,34,M,0.0,34,43350,1,0,Own,80015,2/21/2016,Sunday,Highway,0,0.0,1,Phone,0,0.0,16,Medium,15000.0,silver,27985.88938,1,80015,Aurora,CO,Arapahoe County,62432.0,4367.0,21996.0,21240.0,241500.0,80599.0,14.3
7053,31,F,1.0,59,74665,0,1,Own,50007,4/11/2016,Monday,Parking Lot,0,0.0,9,Broker,0,0.0,5,Medium,23377.98405,white,15971.94142,0,50007,Alleman,IA,Polk County,474.0,89.0,167.0,166.0,173600.0,73750.0,5.32
15946,67,M,0.0,63,122499,1,1,Own,80010,4/2/2015,Thursday,Parking Lot,9,1.0,31,Broker,1,0.0,7,Compact,37203.93451,white,41823.4454,0,80010,Aurora,CO,Arapahoe County,39728.0,7204.0,14334.0,12767.0,133600.0,32527.0,5.51
11372,51,F,1.0,86,34706,1,1,Own,20120,12/3/2015,Thursday,Local,6,0.0,42,Broker,0,0.0,1,Large,15000.0,gray,41832.00504,0,20120,Centreville,VA,Fairfax County,40695.0,2370.0,14217.0,13851.0,412700.0,111272.0,17.17
15711,60,F,1.0,54,76339,1,1,Own,80101,3/10/2015,Tuesday,Highway,5,1.0,50,Online,1,8170.89,2,Large,15000.0,gray,58269.82513,0,80101,Agate,CO,Elbert County,392.0,2.0,193.0,161.0,227900.0,46719.0,234.84
1287,25,F,1.0,80,67528,0,0,Rent,20152,10/11/2015,Sunday,Local,0,1.0,1,Online,0,0.0,1,Compact,17251.61788,silver,11742.0086,0,20152,Chantilly,VA,Loudoun County,24946.0,1002.0,7876.0,7624.0,517000.0,144250.0,24.89
19915,60,M,1.0,66,67171,1,0,Rent,50012,4/21/2015,Tuesday,Highway,14,1.0,0,Phone,0,0.0,1,Compact,15000.0,black,23904.63565,0,50012,Ames,IA,Story County,,,,,,,
20830,57,M,1.0,88,45001,1,1,Rent,15043,2/2/2015,Monday,Local,4,0.0,22,Online,1,178.93,1,Medium,15000.0,silver,24179.57849,0,15043,Georgetown,PA,Beaver County,2458.0,75.0,953.0,900.0,147700.0,65625.0,32.71
2138,49,M,1.0,47,83644,1,1,Rent,80020,8/12/2016,Friday,Local,0,0.0,100,Online,0,9778.73,1,Compact,40680.61803,black,24599.58055,0,80020,Broomfield,CO,Broomfield County,46871.0,2372.0,18011.0,17341.0,247400.0,77600.0,19.76
23172,49,F,1.0,81,91489,1,0,Own,80033,4/7/2015,Tuesday,Local,0,1.0,34,Broker,1,0.0,1,Medium,15000.0,gray,5959.997962,1,80033,Wheat Ridge,CO,Jefferson County,23969.0,2894.0,11817.0,11134.0,235000.0,47841.0,8.28
10829,26,M,1.0,57,80139,1,1,Rent,50055,3/21/2015,Saturday,Parking Lot,0,0.0,1,Broker,0,0.0,2,Medium,34631.26215,red,19907.16137,1,50055,Collins,IA,Story County,913.0,19.0,408.0,370.0,147700.0,63920.0,48.67
12209,56,F,0.0,63,90348,0,1,Own,15030,8/4/2016,Thursday,Parking Lot,0,0.0,22,Broker,0,0.0,1,Medium,18208.37625,other,37340.16544,0,15030,Creighton,PA,Allegheny County,1128.0,600.0,637.0,535.0,56300.0,34792.0,1.88
12290,46,M,1.0,50,54280,0,1,Rent,80020,10/5/2016,Wednesday,Parking Lot,0,1.0,45,Broker,1,0.0,4,Compact,16141.05683,gray,22445.29226,0,80020,Broomfield,CO,Broomfield County,46871.0,2372.0,18011.0,17341.0,247400.0,77600.0,19.76
9874,45,F,1.0,68,44130,1,1,Rent,85039,6/25/2016,Saturday,Local,4,0.0,99,Broker,0,0.0,1,Compact,75400.01013,silver,7627.349759,0,85039,Phoenix,AZ,Maricopa County,,,,,,,
21924,43,M,1.0,67,109917,1,1,Own,15043,9/25/2015,Friday,Local,7,0.0,6,Phone,1,0.0,1,Large,15000.0,white,25006.71408,0,15043,Georgetown,PA,Beaver County,2458.0,75.0,953.0,900.0,147700.0,65625.0,32.71
16490,49,F,1.0,81,116303,1,1,Own,50051,7/2/2015,Thursday,Highway,0,0.0,22,Phone,0,0.0,2,Compact,15000.0,blue,32130.56182,0,50051,Clemons,IA,Marshall County,283.0,11.0,134.0,117.0,74200.0,68636.0,25.55
23696,49,F,0.0,76,50472,0,1,Rent,15052,2/6/2015,Friday,Local,0,0.0,28,Broker,1,0.0,9,Medium,15000.0,other,28685.67713,0,15052,Industry,PA,Beaver County,3483.0,200.0,1507.0,1409.0,102000.0,53333.0,17.44
13468,47,M,1.0,80,80814,1,0,Rent,85074,11/4/2015,Wednesday,Parking Lot,0,0.0,50,Broker,1,1944.2,10,Compact,15000.0,white,31664.28453,0,85074,Phoenix,AZ,Maricopa County,,,,,,,
6895,40,F,1.0,74,64526,1,1,Rent,50031,2/13/2015,Friday,Highway,6,0.0,23,Broker,0,0.0,1,Medium,15000.0,red,33682.59141,1,50031,Beaver,IA,Boone County,,,,,,,
9885,37,M,0.0,69,66641,0,1,Rent,50056,2/1/2016,Monday,Local,0,0.0,2,Phone,1,9656.44,1,Large,51905.41816,other,29236.29442,1,50056,Colo,IA,Story County,1372.0,24.0,592.0,551.0,115800.0,53000.0,57.48
3611,28,M,1.0,79,121686,0,0,Rent,80020,9/15/2016,Thursday,Highway,0,1.0,68,Online,0,1329.01,3,Compact,15000.0,white,10398.38153,0,80020,Broomfield,CO,Broomfield County,46871.0,2372.0,18011.0,17341.0,247400.0,77600.0,19.76
27118,24,F,0.0,69,73723,1,1,Rent,85025,4/24/2015,Friday,Highway,0,1.0,81,Online,1,0.0,16,Medium,15406.13211,white,23285.60824,0,85025,Phoenix,AZ,Maricopa County,,,,,,,
24949,51,F,0.0,60,32501,0,1,Own,15042,10/12/2016,Wednesday,Parking Lot,6,0.0,0,Phone,0,3756.64,16,Compact,15000.0,blue,14628.22291,0,15042,Freedom,PA,Beaver County,8105.0,486.0,3629.0,3377.0,136000.0,53697.0,16.67
7152,69,F,1.0,95,93913,1,0,Own,15035,5/6/2016,Friday,Local,1,0.0,74,Broker,0,0.0,1,Medium,26937.53625,black,15737.29643,0,15035,East Mc Keesport,PA,Allegheny County,2129.0,5131.0,1155.0,1007.0,70500.0,40104.0,0.41
17348,45,M,1.0,87,56175,1,1,Own,50021,9/26/2015,Saturday,Local,5,1.0,96,Online,0,1589.33,1,Medium,15000.0,black,41101.92346,0,50021,Ankeny,IA,Polk County,21595.0,839.0,9017.0,8627.0,171500.0,73377.0,25.75
6013,22,M,0.0,45,54910,1,1,Rent,20106,5/30/2016,Monday,Local,5,0.0,67,Online,0,0.0,1,Large,19871.18171,white,20744.86805,0,20106,Amissville,VA,Culpeper County,5142.0,85.0,2040.0,1871.0,375800.0,80031.0,60.24
13646,55,F,1.0,61,82056,1,0,Own,85077,5/14/2015,Thursday,Local,0,1.0,50,Broker,1,0.0,1,Large,15000.0,blue,51898.36942,0,85077,Phoenix,AZ,Maricopa County,,,,,,,
14114,43,F,1.0,74,111194,1,1,Rent,85024,6/11/2016,Saturday,Parking Lot,1,0.0,52,Phone,0,0.0,1,Compact,44243.23969,blue,11576.38689,0,85024,Phoenix,AZ,Maricopa County,22898.0,813.0,10131.0,9452.0,189100.0,64776.0,28.18
4883,38,M,1.0,83,50743,1,0,Rent,50007,4/5/2015,Sunday,Highway,18,1.0,43,Broker,1,0.0,9,Medium,15000.0,silver,40370.11033,0,50007,Alleman,IA,Polk County,474.0,89.0,167.0,166.0,173600.0,73750.0,5.32
16525,56,F,1.0,72,100999,1,1,Own,50012,8/1/2016,Monday,Local,2,0.0,5,Broker,1,6748.98,3,Large,15000.0,red,29894.34796,0,50012,Ames,IA,Story County,,,,,,,
13077,49,F,0.0,79,80476,1,0,Own,15033,9/27/2016,Tuesday,Local,0,1.0,1,Phone,1,0.0,15,Large,22202.49264,silver,46496.91595,0,15033,Donora,PA,Washington County,4910.0,2203.0,2771.0,2153.0,55700.0,31107.0,2.23
12612,45,M,1.0,67,97977,1,1,Rent,85066,11/17/2015,Tuesday,Local,0,1.0,98,Broker,1,3922.46,1,Medium,21771.76121,other,30059.70968,1,85066,Phoenix,AZ,Maricopa County,,,,,,,
12047,34,M,1.0,67,91796,1,1,Rent,50041,3/23/2016,Wednesday,Local,17,0.0,100,Broker,0,1880.97,15,Medium,37157.87221,other,18129.37246,0,50041,Bradford,IA,Franklin County,92.0,216.0,54.0,46.0,52100.0,43571.0,0.43
4147,50,F,1.0,86,34630,1,1,Own,20115,5/13/2016,Friday,Highway,0,1.0,14,Broker,1,1194.06,4,Large,67295.81397,blue,17188.90897,1,20115,Marshall,VA,Fauquier County,5838.0,61.0,2522.0,2242.0,405700.0,70845.0,95.2
8907,31,M,1.0,75,76660,1,1,Own,80022,12/9/2015,Wednesday,Parking Lot,0,0.0,0,Broker,1,0.0,2,Large,15000.0,black,9704.177059,0,80022,Commerce City,CO,Adams County,42699.0,927.0,14343.0,13380.0,165000.0,56449.0,46.05
23321,67,M,1.0,83,119018,0,1,Own,20165,4/19/2015,Sunday,Local,16,0.0,86,Broker,1,4369.48,1,Compact,17967.8491,other,24150.73159,0,20165,Sterling,VA,Loudoun County,32383.0,3301.0,11774.0,11455.0,440900.0,129827.0,9.81
6543,44,F,1.0,68,73141,1,0,Rent,15001,6/29/2016,Wednesday,Parking Lot,6,0.0,34,Online,1,3822.87,1,Medium,15000.0,white,24342.27047,0,15001,Aliquippa,PA,Beaver County,31964.0,532.0,14820.0,13404.0,111200.0,51424.0,60.05
21628,43,F,0.0,90,73254,1,0,Own,15047,11/7/2016,Monday,Local,0,0.0,47,Broker,1,0.0,1,Large,15000.0,silver,31646.19674,0,15047,Greenock,PA,Allegheny County,,,,,,,
26415,32,M,0.0,46,89779,1,1,Own,20111,7/12/2016,Tuesday,Local,0,1.0,86,Broker,1,7691.85,4,Large,47102.8916,gray,25808.0629,0,20111,Manassas,VA,Prince William County,30590.0,1879.0,10074.0,9490.0,280200.0,85829.0,16.28
4432,56,M,1.0,74,103814,1,1,Rent,20102,6/13/2015,Saturday,Parking Lot,0,0.0,100,Phone,0,0.0,1,Medium,16377.42153,other,17543.67092,0,20102,Dulles,VA,Loudoun County,,,,,,,
27433,43,M,1.0,66,41965,1,0,Rent,20152,11/17/2015,Tuesday,Local,11,1.0,53,Broker,1,606.13,5,Medium,89745.5491,white,33409.19954,0,20152,Chantilly,VA,Loudoun County,24946.0,1002.0,7876.0,7624.0,517000.0,144250.0,24.89
407,38,F,0.0,69,69257,1,0,Rent,80021,3/15/2016,Tuesday,Local,16,0.0,4,Phone,0,0.0,1,Medium,35809.35044,white,24274.71473,1,80021,Broomfield,CO,Jefferson County,30051.0,1822.0,13183.0,12482.0,231900.0,71221.0,16.49
24597,39,F,0.0,81,50304,1,1,Rent,80033,1/12/2016,Tuesday,Local,3,0.0,94,Phone,1,1729.39,1,Large,15000.0,black,25580.87112,0,80033,Wheat Ridge,CO,Jefferson County,23969.0,2894.0,11817.0,11134.0,235000.0,47841.0,8.28
25581,48,M,0.0,50,107622,1,0,Own,20152,5/22/2016,Sunday,Local,12,0.0,3,Phone,0,0.0,1,Large,44760.18173,red,43143.0344,0,20152,Chantilly,VA,Loudoun County,24946.0,1002.0,7876.0,7624.0,517000.0,144250.0,24.89
27451,58,F,0.0,68,118749,0,0,Own,50042,10/1/2016,Saturday,Local,0,1.0,16,Phone,0,4740.73,3,Large,21232.96477,red,19942.56663,0,50042,Brayton,IA,Audubon County,309.0,10.0,155.0,134.0,73600.0,35250.0,32.37
13179,29,F,0.0,69,36509,0,0,Rent,85083,9/3/2016,Saturday,Highway,10,0.0,86,Online,1,0.0,1,Compact,15000.0,other,9781.100673,1,85083,Phoenix,AZ,Maricopa County,18104.0,1838.0,6293.0,5871.0,281000.0,105101.0,9.85
26988,25,M,0.0,83,117184,1,1,Own,50025,5/24/2016,Tuesday,Local,0,0.0,2,Online,0,0.0,3,Large,43031.39652,red,34437.91779,0,50025,Audubon,IA,Audubon County,3325.0,17.0,1630.0,1421.0,68300.0,49457.0,195.92
27122,70,M,1.0,77,124467,1,1,Own,15021,4/28/2015,Tuesday,Highway,0,1.0,50,Phone,1,0.0,1,Large,28239.09267,silver,25985.53666,0,15021,Burgettstown,PA,Washington County,7352.0,80.0,3294.0,3018.0,112600.0,51824.0,91.52
16174,29,M,0.0,84,113059,1,0,Rent,20110,7/1/2015,Wednesday,Highway,0,0.0,1,Online,1,2401.02,1,Medium,67868.15515,blue,16712.61044,0,20110,Manassas,VA,Manassas city,43876.0,3475.0,14714.0,14053.0,253500.0,75584.0,12.63
21830,35,M,1.0,51,68780,1,0,Own,20119,11/23/2016,Wednesday,Parking Lot,8,0.0,93,Phone,1,3170.69,1,Large,22762.27574,silver,9236.822308,1,20119,Catlett,VA,Fauquier County,3946.0,62.0,1515.0,1399.0,341500.0,111339.0,63.86
26967,43,F,1.0,81,73807,1,1,Rent,15022,12/14/2016,Wednesday,Local,4,0.0,80,Phone,1,0.0,1,Compact,18234.13908,black,14417.81548,0,15022,Charleroi,PA,Washington County,10340.0,573.0,5391.0,4641.0,85600.0,40956.0,18.06
